participant_id	measurementday	weekday	month	year	filename	bodylocation	n_valid_hours	n_hours	l5hr_enmo_mg_0_24hr	l5_enmo_mg_0_24hr	m5hr_enmo_mg_0_24hr	m5_enmo_mg_0_24hr	l10hr_enmo_mg_0_24hr	l10_enmo_mg_0_24hr	m10hr_enmo_mg_0_24hr	m10_enmo_mg_0_24hr	mean_enmo_mg_1_6am	mean_enmo_mg_0_24hr	p95_83333_enmo_mg_0_24hr	p97_91667_enmo_mg_0_24hr	x0_50_enmo_mg_0_24hr	x50_100_enmo_mg_0_24hr	x100_150_enmo_mg_0_24hr	x150_200_enmo_mg_0_24hr	x200_250_enmo_mg_0_24hr	x250_300_enmo_mg_0_24hr	x300_350_enmo_mg_0_24hr	x350_400_enmo_mg_0_24hr	x400_8e_03_enmo_mg_0_24hr	mvpa_e5s_t125_enmo_0_24hr	mvpa_e1m_t125_enmo_0_24hr	mvpa_e5m_t125_enmo_0_24hr	mvpa_e5s_b1m80_percent_t125_enmo_0_24hr	mvpa_e5s_b5m80_percent_t125_enmo_0_24hr	mvpa_e5s_b10m80_percent_t125_enmo_0_24hr
sub-24699	11	Tuesday	Feb	2025	24699.bin	left wrist	23.75	24	25	4.071	10.167	51.189	23.667	6.129	10.833	47.669	4.071	27.801	150.3	187.202	1221.833	89.583	68.417	34.417	14.167	4.25	1.667	1.917	3.75	97	90	70	54.75	46.583	43.583
sub-24699	12	Wednesday	Feb	2025	24699.bin	left wrist	23.75	24	24.167	5.625	16.667	142.732	20.5	16.029	12.5	83.323	5.866	54.208	217.704	355.2	1103	122.833	83.333	54.5	29.5	9.833	6.583	6.167	24.25	169.167	193	190	97.333	70.25	40
sub-24699	13	Thursday	Feb	2025	24699.bin	left wrist	24	24	26.667	4.739	9.333	48.749	23.333	11.687	9.5	46.778	13.587	29.542	171.6	205.604	1209.083	106.917	49.417	39.083	23.25	5.25	2.083	1.5	3.417	97.833	95	70	61.75	44.333	41.167
sub-24699	14	Friday	Feb	2025	24699.bin	left wrist	24	24	24.833	5.029	6.167	114.173	20.333	17.661	6.167	70.523	5.1	43.889	190.412	255.417	1119.417	128.75	85.667	53.667	20.75	9.667	5.75	2.417	13.917	144.833	140	150	69.25	38.833	0
sub-24699	15	Saturday	Feb	2025	24699.bin	left wrist	13.75	24	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-24699	16	Sunday	Feb	2025	24699.bin	left wrist	22	24	27	3.466	13	55.288	26.5	6.902	13.167	48.608	10.137	26.419	127.608	162.804	1213.583	128.667	58.333	21.25	7.333	3.833	2.5	1.083	3.417	63.833	52	35	15.5	5.167	0
sub-24699	17	Monday	Feb	2025	24699.bin	left wrist	23.75	24	24.5	5.683	6.167	101.52	20.5	16.098	6.167	70.228	5.825	42.757	189.917	302.812	1148	117.667	85.917	33.5	15.333	9.083	6.167	4.75	19.583	122.417	128	145	62.25	32.25	0
sub-24699	18	Tuesday	Feb	2025	24699.bin	left wrist	23.5	24	27	5.645	9.5	50.18	23.167	11.264	9.167	41.583	7.103	29.34	162.504	204.802	1209.583	90.667	68.417	39.417	16.833	9.75	2.5	1	1.833	102.333	90	65	60.667	39.667	11
sub-24699	19	Wednesday	Feb	2025	24699.bin	left wrist	16	24	25.333	8.699	15.333	119.382	20.5	23.243	13.833	80.882	15.601	58.033	237.213	429.812	1088.5	150.25	82.5	41.417	21.5	13	5.417	4.75	32.667	151.583	181	215	82.833	73	0
sub-24699	20	Thursday	Feb	2025	24699.bin	left wrist	14.5	24	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-24699	21	Friday	Feb	2025	24699.bin	left wrist	23.5	23.75	24.333	4.602	5.333	85.286	20.333	19.482	6	56.564	5.041	36.25	175.804	249.704	1196.583	101.583	61.75	32.417	17.75	9.417	5.167	3.167	12.167	106.083	101	95	39.167	5.917	0
