participant_id	measurementday	weekday	month	year	calendar_date	filename	start_time	bodylocation	n_valid_hours	n_hours	l5hr_enmo_mg_0_24hr	l5_enmo_mg_0_24hr	m5hr_enmo_mg_0_24hr	m5_enmo_mg_0_24hr	l10hr_enmo_mg_0_24hr	l10_enmo_mg_0_24hr	m10hr_enmo_mg_0_24hr	m10_enmo_mg_0_24hr	mean_enmo_mg_1_6am	mean_enmo_mg_0_24hr	p95_83333_enmo_mg_0_24hr	p97_91667_enmo_mg_0_24hr	x0_50_enmo_mg_0_24hr	x50_100_enmo_mg_0_24hr	x100_150_enmo_mg_0_24hr	x150_200_enmo_mg_0_24hr	x200_250_enmo_mg_0_24hr	x250_300_enmo_mg_0_24hr	x300_350_enmo_mg_0_24hr	x350_400_enmo_mg_0_24hr	x400_8e_03_enmo_mg_0_24hr	mvpa_e5s_t125_enmo_0_24hr	mvpa_e1m_t125_enmo_0_24hr	mvpa_e5m_t125_enmo_0_24hr	mvpa_e5s_b1m80_percent_t125_enmo_0_24hr	mvpa_e5s_b5m80_percent_t125_enmo_0_24hr	mvpa_e5s_b10m80_percent_t125_enmo_0_24hr
sub-60499	1	Wednesday	Aug	2025	2025-08-13	60499.bin	2025-08-13T04:15:00Z	left wrist	23.25	23.75	25.333	3.938	7.833	166.798	21.833	6.306	8.167	98.43	4.012	52.724	284.104	697.833	1152	115.5	58.5	33.5	14.25	8.667	6	4.583	47	137	127	105	95.25	68.583	68
sub-60499	2	Thursday	Aug	2025	2025-08-14	60499.bin	2025-08-14T04:00:00Z	left wrist	24	24	22.5	5.26	9.167	63.903	21.833	7.347	7.5	51.374	6.499	32.982	171.804	209.302	1128.5	151	79.167	44.833	26.25	6.917	2.167	0.667	0.5	114.25	88	55	68.083	46	34.917
sub-60499	3	Friday	Aug	2025	2025-08-15	60499.bin	2025-08-15T04:00:00Z	left wrist	24	24	23.667	4.246	9.333	87.465	21.5	5.593	9.667	58.894	4.354	30.762	165.3	238.104	1189	109.083	65.75	34.917	13.917	10.917	7.583	4.083	4.75	105.75	101	85	60.083	57.083	28.083
sub-60499	4	Saturday	Aug	2025	2025-08-16	60499.bin	2025-08-16T04:00:00Z	left wrist	24	24	24.167	3.547	7.5	206.515	21.167	5.183	7	128.214	4.201	62.429	639.321	709.4	1130	145.5	51.25	21.167	6.583	3.75	2.083	1.5	78.167	132.75	110	95	88	86.25	89.75
sub-60499	5	Sunday	Aug	2025	2025-08-17	60499.bin	2025-08-17T04:00:00Z	left wrist	24	24	25.333	3.542	8	37.569	20.667	5.157	8	31.386	3.97	19.895	103.4	135.5	1261.25	115.167	41.75	11.917	5	2.417	1.25	0.583	0.667	37.417	13	5	5.833	0	0
sub-60499	6	Monday	Aug	2025	2025-08-18	60499.bin	2025-08-18T04:00:00Z	left wrist	24	24	23.333	5.325	7.667	209.547	21.333	6.112	7.667	136.457	5.639	63.734	629.733	728.406	1108.667	122.5	83.333	26.083	11.083	8.167	4.833	3.5	71.833	161.917	150	130	113.5	98.917	99.167
sub-60499	7	Tuesday	Aug	2025	2025-08-19	60499.bin	2025-08-19T04:00:00Z	left wrist	24	24	24.5	3.759	13.167	94.657	21.833	7.56	8.167	69.531	3.973	38.47	210.713	306.108	1140.333	149.667	59.167	27.583	16.917	14.833	12.167	8.25	11.083	113.833	97	95	67.417	63.5	52.083
sub-60499	8	Wednesday	Aug	2025	2025-08-20	60499.bin	2025-08-20T04:00:00Z	left wrist	24	24	21.833	4.192	8.5	224.867	21.667	4.927	8	141.302	4.267	64.353	681.404	757.01	1143.833	95.333	68.75	33.583	15.583	3.917	2	1.167	75.833	160.583	146	135	123.333	115.417	115.667
sub-60499	9	Thursday	Aug	2025	2025-08-21	60499.bin	2025-08-21T04:00:00Z	left wrist	24	24	24.667	5.128	13.5	62.628	22.167	17.065	14	51.044	5.223	33.127	152.617	241.51	1147.667	163.167	66.833	21.833	12.583	11.083	6.833	4.917	5.083	90.083	62	50	39.917	29.333	32.167
sub-60499	10	Friday	Aug	2025	2025-08-22	60499.bin	2025-08-22T04:00:00Z	left wrist	24	24	24.5	4.071	7.5	81.133	21.5	10.249	7.167	71.932	4.211	47.266	181.904	246.002	954.583	277.25	117.167	41.417	20.833	12.917	7	3.75	5.083	133.917	94	75	56.167	31.667	24.75
sub-60499	11	Saturday	Aug	2025	2025-08-23	60499.bin	2025-08-23T04:00:00Z	left wrist	23.5	24	24.667	5.299	19	91.088	24	27.742	14	81.314	5.563	57.714	222.704	317.302	909.583	283.333	121.833	52.667	23.5	15	10.333	6.25	17.5	175	141	170	80.917	48.417	0
sub-60499	12	Sunday	Aug	2025	2025-08-24	60499.bin	2025-08-24T04:00:00Z	left wrist	24	24	28	13.637	15.167	106.597	22.667	26.988	12.667	83.961	36.11	55.196	230.113	320.804	963.833	220.417	116.167	56.5	31.333	15.417	12.083	8.917	15.333	190.75	157	130	106.167	80.667	39.917
sub-60499	13	Monday	Aug	2025	2025-08-25	60499.bin	2025-08-25T04:00:00Z	left wrist	24	24	25	2.66	10	184.252	23.167	7.394	10	123.56	2.66	62.237	346.304	656.704	1029.417	176.25	94.083	39.583	19.917	13.25	8.167	6.583	52.75	178.833	159	140	106.917	89.333	86.583
sub-60499	14	Tuesday	Aug	2025	2025-08-26	60499.bin	2025-08-26T04:00:00Z	left wrist	24	24	24.667	2.202	16.167	113.898	21.333	9.781	11.333	86.714	2.248	47.866	253.504	344.702	1080	134.083	84	51.917	27.667	21.167	12.75	8.417	20	181.75	170	155	117.917	108.167	83.083
sub-60499	15	Wednesday	Aug	2025	2025-08-27	60499.bin	2025-08-27T04:00:00Z	left wrist	24	24	25.833	3.179	15.833	173.773	22.167	7.942	12.333	109.829	3.319	54.189	222.604	737.31	1107.667	142.667	86.417	37.083	10.583	6.333	3.417	1.667	44.167	139.167	123	100	85.5	69.417	68.583
sub-60499	16	Thursday	Aug	2025	2025-08-28	60499.bin	2025-08-28T04:00:00Z	left wrist	23.5	24	25	3.747	17.833	119.521	22	16.47	12.5	91.571	3.747	52.665	295.1	379.81	1068.083	138.833	73.833	39.75	34.25	27.417	18.583	13.917	25.333	189.333	184	200	148.5	143.833	125.25
sub-60499	17	Friday	Aug	2025	2025-08-29	60499.bin	2025-08-29T04:00:00Z	left wrist	23.5	24	24	4.31	5.833	133.804	19.833	16.081	5.5	88.149	6.782	52.367	249.208	505.873	1123.333	111.25	71.5	51.417	22.583	12.917	7.667	4.5	34.833	166.5	158	135	107.667	102.833	78.083
sub-60499	18	Saturday	Aug	2025	2025-08-30	60499.bin	2025-08-30T04:00:00Z	left wrist	24	24	29.167	3.286	13	58.995	27	16.717	13	50.641	36.623	35.386	154.8	196.902	1098.667	184.25	91.583	36.5	15.5	5.833	2.583	1.833	3.25	100.833	73	45	26.25	0	0
sub-60499	19	Sunday	Aug	2025	2025-08-31	60499.bin	2025-08-31T04:00:00Z	left wrist	24	24	24.5	3.805	13.333	177.408	23.333	8.867	9.667	111.743	3.987	54.437	269.975	732.419	1135.75	136.75	65.917	27.75	12	4.75	3.75	1.917	51.417	128.75	118	100	88.333	65.5	63.75
sub-60499	20	Monday	Sep	2025	2025-09-01	60499.bin	2025-09-01T04:00:00Z	left wrist	23.75	24	26	4.543	8.333	56.892	22	10.045	8	43.866	5.219	28.443	137.508	187.5	1184.75	139.833	66.25	23.167	12	6.167	3.5	1.917	2.417	72.333	58	45	24.25	6.333	0
sub-60499	21	Tuesday	Sep	2025	2025-09-02	60499.bin	2025-09-02T04:00:00Z	left wrist	9.25	9.5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
