participant_id	measurementday	weekday	month	year	calendar_date	filename	start_time	bodylocation	n_valid_hours	n_hours	l5hr_enmo_mg_0_24hr	l5_enmo_mg_0_24hr	m5hr_enmo_mg_0_24hr	m5_enmo_mg_0_24hr	l10hr_enmo_mg_0_24hr	l10_enmo_mg_0_24hr	m10hr_enmo_mg_0_24hr	m10_enmo_mg_0_24hr	mean_enmo_mg_1_6am	mean_enmo_mg_0_24hr	p95_83333_enmo_mg_0_24hr	p97_91667_enmo_mg_0_24hr	x0_50_enmo_mg_0_24hr	x50_100_enmo_mg_0_24hr	x100_150_enmo_mg_0_24hr	x150_200_enmo_mg_0_24hr	x200_250_enmo_mg_0_24hr	x250_300_enmo_mg_0_24hr	x300_350_enmo_mg_0_24hr	x350_400_enmo_mg_0_24hr	x400_8e_03_enmo_mg_0_24hr	mvpa_e5s_t125_enmo_0_24hr	mvpa_e1m_t125_enmo_0_24hr	mvpa_e5m_t125_enmo_0_24hr	mvpa_e5s_b1m80_percent_t125_enmo_0_24hr	mvpa_e5s_b5m80_percent_t125_enmo_0_24hr	mvpa_e5s_b10m80_percent_t125_enmo_0_24hr
sub-60529	1	Saturday	Jul	2025	2025-07-19	60529.bin	2025-07-19T04:15:00Z	right wrist	23.75	23.75	25.667	5.144	15	36.342	22.667	8.758	9.667	32.282	6.41	21.096	114.008	154	1279	86.583	41.667	16.833	7.25	3.75	2.333	0.917	1.667	49.667	16	5	3.667	0	0
sub-60529	2	Sunday	Jul	2025	2025-07-20	60529.bin	2025-07-20T04:00:00Z	right wrist	23.75	24	27.333	8.696	11.667	83.283	25.5	12.758	10.833	68.68	17.755	39.074	193.204	266.506	1128.667	142.25	75.083	37.667	20.583	12.75	6.5	5.083	11.417	127.75	126	120	79.167	37.75	10.583
sub-60529	3	Monday	Jul	2025	2025-07-21	60529.bin	2025-07-21T04:00:00Z	right wrist	23.75	24	24.667	4.326	7.5	69.827	20.167	12.764	7.5	57.316	4.711	36.973	173.204	255.504	1114.083	167.667	79.833	31.75	15.917	10.667	9.917	4.5	5.667	111.25	89	75	50.333	38.25	20.833
sub-60529	4	Tuesday	Jul	2025	2025-07-22	60529.bin	2025-07-22T04:00:00Z	right wrist	24	24	24.833	4.46	8.5	82.404	21.5	15.028	7	67.436	4.845	41.441	184.204	227.402	1063.417	173.25	100	57.833	21.583	9.333	5.583	3.917	5.083	146	136	110	82.833	56.917	41.833
sub-60529	5	Wednesday	Jul	2025	2025-07-23	60529.bin	2025-07-23T04:00:00Z	right wrist	24	24	22.833	3.558	12.333	60.195	20.667	10.909	8	51.43	7.391	32.291	165.004	216.504	1159.25	123.75	82.667	36.583	17.75	9.833	5.833	1.75	2.583	110.833	95	90	49.5	29.167	17.917
sub-60529	6	Thursday	Jul	2025	2025-07-24	60529.bin	2025-07-24T04:00:00Z	right wrist	24	24	24.167	5.076	18.667	38.003	20.333	10.817	14.167	27.592	5.164	17.979	110.2	150.202	1296.5	71.333	41.833	18	7.667	2.583	0.583	0.417	1.083	47	19	5	0.833	0	0
sub-60529	7	Friday	Jul	2025	2025-07-25	60529.bin	2025-07-25T04:00:00Z	right wrist	23.5	24	25	4.795	18.167	60.748	24	7.096	10	45.173	4.795	30.436	155.8	204.208	1187.25	123.583	63.833	33.25	16.417	6.583	3.75	1.583	3.75	91.917	77	60	31.75	8.833	9.583
sub-60529	8	Saturday	Jul	2025	2025-07-26	60529.bin	2025-07-26T04:00:00Z	right wrist	21	24	25.5	3.821	13	100.97	22.5	15.084	8	73.301	7.066	39.859	194.1	265.1	1135.167	123.75	77.083	48.417	20.667	14.417	8.667	5.417	6.417	140	135	140	80.917	65.25	23.75
sub-60529	9	Sunday	Jul	2025	2025-07-27	60529.bin	2025-07-27T04:00:00Z	right wrist	20.75	24	25	3.829	9.833	36.95	23.667	6.049	9.667	26.281	3.829	17.126	78.6	116.002	1327.75	69.833	26.583	10.083	2.917	1.583	0.917	0.167	0.167	25.583	14	0	0	0	0
sub-60529	10	Monday	Jul	2025	2025-07-28	60529.bin	2025-07-28T04:00:00Z	right wrist	5.5	24	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-60529	11	Tuesday	Jul	2025	2025-07-29	60529.bin	2025-07-29T04:00:00Z	right wrist	24	24	25.167	7.764	11	61.627	22.333	18.596	7.167	51.566	7.799	34.567	165.208	226.7	1139.667	151.833	76.5	31.25	16.083	9.5	6.083	3.083	6	103.75	86	60	47.25	28.917	18.167
sub-60529	12	Wednesday	Jul	2025	2025-07-30	60529.bin	2025-07-30T04:00:00Z	right wrist	22.75	24	24	4.026	14	87.036	22.5	15.68	9.833	74.619	4.331	45.872	201.704	268.702	1028.417	187.333	103.667	59	25.583	14.167	8.917	5.417	7.5	163	144	125	74.833	35.917	9.917
sub-60529	13	Thursday	Jul	2025	2025-07-31	60529.bin	2025-07-31T04:00:00Z	right wrist	24	24	24.333	5.309	13.333	50.779	19.333	6.964	8.833	40.76	5.505	22.574	133.804	184.006	1273.583	78.75	38.25	26.25	11.917	4.833	2.083	1.833	2.5	66.25	58	35	29.917	10.917	0
sub-60529	14	Friday	Aug	2025	2025-08-01	60529.bin	2025-08-01T04:00:00Z	right wrist	23.75	24	24	3.969	11.333	90.469	23.167	12.902	11.833	86.411	5.018	49.08	214.7	298.206	1012.417	187.583	113.417	57.25	26.833	12.75	9.667	5.25	14.833	174.667	159	125	76.583	54.25	37.083
sub-60529	15	Saturday	Aug	2025	2025-08-02	60529.bin	2025-08-02T04:00:00Z	right wrist	12	24	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-60529	16	Sunday	Aug	2025	2025-08-03	60529.bin	2025-08-03T04:00:00Z	right wrist	20.5	24	30.5	3.827	15.833	39.653	24.333	7.3	11.167	33.156	9.583	18.625	104.3	152.704	1280.333	95.417	33	17.417	7.417	3.667	1.667	0.917	0.167	43.667	26	15	13.5	12.583	0
sub-60529	17	Monday	Aug	2025	2025-08-04	60529.bin	2025-08-04T04:00:00Z	right wrist	24	24	24.833	5.867	18.167	75.545	23.667	14.547	11.167	60.863	6.126	39.345	193.2	252.717	1096.167	166.583	80.75	41.167	24.5	12.833	8.417	5.25	4.333	131.333	127	95	62.833	38.583	30.25
sub-60529	18	Tuesday	Aug	2025	2025-08-05	60529.bin	2025-08-05T04:00:00Z	right wrist	24	24	24.5	4.308	11.5	72.238	22.167	8.784	7.167	46.951	4.472	26.343	156.8	248.51	1246.083	89.167	40.417	22.5	11.917	9.917	7.833	5.5	6.667	81.583	77	65	40.917	17.75	13.917
sub-60529	19	Wednesday	Aug	2025	2025-08-06	60529.bin	2025-08-06T04:00:00Z	right wrist	23.5	24	25.167	7.149	12	64.589	21.667	11.916	7.333	60.01	7.279	35.231	178.404	220.9	1141.167	120.5	85.833	51	23	10.417	2.917	3	2.167	131.917	122	105	75.583	45	42.083
