participant_id	measurementday	weekday	month	year	calendar_date	filename	start_time	bodylocation	n_valid_hours	n_hours	l5hr_enmo_mg_0_24hr	l5_enmo_mg_0_24hr	m5hr_enmo_mg_0_24hr	m5_enmo_mg_0_24hr	l10hr_enmo_mg_0_24hr	l10_enmo_mg_0_24hr	m10hr_enmo_mg_0_24hr	m10_enmo_mg_0_24hr	mean_enmo_mg_1_6am	mean_enmo_mg_0_24hr	p95_83333_enmo_mg_0_24hr	p97_91667_enmo_mg_0_24hr	x0_50_enmo_mg_0_24hr	x50_100_enmo_mg_0_24hr	x100_150_enmo_mg_0_24hr	x150_200_enmo_mg_0_24hr	x200_250_enmo_mg_0_24hr	x250_300_enmo_mg_0_24hr	x300_350_enmo_mg_0_24hr	x350_400_enmo_mg_0_24hr	x400_8e_03_enmo_mg_0_24hr	mvpa_e5s_t125_enmo_0_24hr	mvpa_e1m_t125_enmo_0_24hr	mvpa_e5m_t125_enmo_0_24hr	mvpa_e5s_b1m80_percent_t125_enmo_0_24hr	mvpa_e5s_b5m80_percent_t125_enmo_0_24hr	mvpa_e5s_b10m80_percent_t125_enmo_0_24hr
sub-25457	1	Saturday	Sep	2025	2025-09-27	25457.bin	2025-09-27T04:15:00Z	left wrist	23.75	23.75	27.5	3.532	10	85.019	24.833	17.569	10	61.085	6.163	42.022	232.804	311.715	1149.25	118.583	63	33.083	24.667	18	10.667	5.75	17	134.25	126	135	73.083	51.25	34.75
sub-25457	2	Sunday	Sep	2025	2025-09-28	25457.bin	2025-09-28T04:00:00Z	left wrist	24	24	26.167	4.802	12	63.477	24.167	9.728	10	61.069	5.601	33.231	198.604	263.506	1213.75	84.167	44.75	38.5	24.583	16.333	8.75	3.5	5.667	119.833	120	115	84.583	58.083	48.417
sub-25457	3	Monday	Sep	2025	2025-09-29	25457.bin	2025-09-29T04:00:00Z	left wrist	24	24	28.667	6.681	9.667	68.335	25.167	14.807	9.667	50.949	15.846	33.282	183.904	250.106	1203.917	93.167	55.083	36.417	21.333	12	5.917	4.083	8.083	113.833	109	85	68.583	46.333	37.333
sub-25457	4	Tuesday	Sep	2025	2025-09-30	25457.bin	2025-09-30T04:00:00Z	left wrist	24	24	28.333	5.089	18.833	114.556	25.333	16.326	15.167	84.735	17.551	47.098	248.917	360.206	1126.417	113.583	74.083	40.333	25.75	17.75	10.417	7.5	24.167	159.75	169	180	95.583	57.917	10.5
sub-25457	5	Wednesday	Oct	2025	2025-10-01	25457.bin	2025-10-01T04:00:00Z	left wrist	24	24	26.833	4.33	9.5	77.898	24	19.483	9.5	63.604	25.26	43.732	223.908	346.727	1165.917	111.167	56.583	33.333	23	12.417	8.417	6.667	22.5	130.25	139	155	86.083	54.417	41.917
sub-25457	6	Thursday	Oct	2025	2025-10-02	25457.bin	2025-10-02T04:00:00Z	left wrist	23.75	24	24.833	4.441	19.833	38.793	24.833	14.724	14	26.956	4.562	21.833	122.325	186.31	1294.167	68.417	32.083	19	9.25	5.75	3.333	1.917	6.083	58.833	53	45	26.833	14.583	0
sub-25457	7	Friday	Oct	2025	2025-10-03	25457.bin	2025-10-03T04:00:00Z	left wrist	24	24	27.833	5.087	11.667	62.493	25.167	5.467	14.167	51.839	5.792	31.803	154.4	221.31	1220.833	105.75	50.917	25.417	12.667	6.167	3.833	2	12.417	84.083	71	55	30.5	4.833	0
sub-25457	8	Saturday	Oct	2025	2025-10-04	25457.bin	2025-10-04T04:00:00Z	left wrist	23.75	24	26.833	4.374	19.167	71.934	24.167	22.851	15.333	47.271	7.393	35.398	171.908	234.717	1159.917	132.917	68.083	35.583	17.583	7.5	5.25	4.333	8.833	104.417	86	85	36.417	24.083	9.5
sub-25457	9	Sunday	Oct	2025	2025-10-05	25457.bin	2025-10-05T04:00:00Z	left wrist	24	24	25.333	3.039	11.5	62.769	25	14.772	10.333	55.132	3.78	34.418	205.3	289.7	1215.083	75.583	51.75	34.917	20.917	14.333	8.417	4.333	14.667	120.5	130	120	77.333	65.167	49
sub-25457	10	Monday	Oct	2025	2025-10-06	25457.bin	2025-10-06T04:00:00Z	left wrist	24	24	25.333	4.22	9.5	44.934	23.333	12.171	9.5	37.91	4.573	25.425	161.804	232.115	1272.917	63.75	36.667	24.083	18	9.5	6.5	4.333	4.25	84.5	83	80	54.833	46.083	26.667
sub-25457	11	Tuesday	Oct	2025	2025-10-07	25457.bin	2025-10-07T04:00:00Z	left wrist	24	24	27.5	4.841	16.5	87.815	26.167	17.323	16.333	70.634	23.697	43.338	246.804	332.004	1153	99.5	58.833	39.333	31.083	18.917	13.333	9.5	16.5	155.083	153	150	108.917	81.833	58.667
sub-25457	12	Wednesday	Oct	2025	2025-10-08	25457.bin	2025-10-08T04:00:00Z	left wrist	24	24	27.333	3.971	9	41.719	23	16.14	9	33.589	22.771	23.829	124.708	204.2	1299.583	62.083	30.25	17	11.583	6.583	3.25	2.167	7.5	59.917	56	60	33.167	8.333	0
sub-25457	13	Thursday	Oct	2025	2025-10-09	25457.bin	2025-10-09T04:00:00Z	left wrist	24	24	25.833	3.973	13.833	83.516	26	20.163	15.833	69.168	25.39	47.179	232.204	281.602	1062.583	141.75	86	64.833	35.167	29.75	9.75	3.25	6.917	187.083	167	130	122.25	76.167	49.583
sub-25457	14	Friday	Oct	2025	2025-10-10	25457.bin	2025-10-10T04:00:00Z	left wrist	24	24	25	4.236	19.667	83.93	24	19.125	14.5	65.463	4.236	45.658	224.7	276.602	1082.583	119.333	88.083	65.333	42.583	17.917	9.667	4	10.5	192.833	179	140	128.167	86.417	63.917
sub-25457	15	Saturday	Oct	2025	2025-10-11	25457.bin	2025-10-11T04:00:00Z	left wrist	24	24	28.333	5.947	21.667	102.251	26.5	29.587	9.667	73.847	45.531	56.895	285.704	368.104	1050.5	121.583	73.917	64.167	48.5	27	19.25	11.667	23.417	226.333	234	235	158.583	149.583	85.5
sub-25457	16	Sunday	Oct	2025	2025-10-12	25457.bin	2025-10-12T04:00:00Z	left wrist	24	24	26.667	4.884	14.667	56.243	26	22.137	15.5	51.903	16.749	36.554	183.904	244.702	1150.333	122.25	74.583	43.083	21.5	12.083	5.25	3.5	7.417	124.333	104	65	66	29.667	17.75
sub-25457	17	Monday	Oct	2025	2025-10-13	25457.bin	2025-10-13T04:00:00Z	left wrist	22.75	24	27.833	4.947	9	44.213	25.333	10.952	10.5	41.291	12.004	26.508	174.8	234.5	1264.167	67.5	37.75	23.167	22.667	8.5	6.083	4.333	5.833	87.167	76	70	51.333	36.667	27.75
